customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
1847,Bobinette,Stanaway,Female,68,2/4/1978,Executive Secretary,Manufacturing,Mass Customer,N,No,6
3534,Kacie,Stanbrooke,Female,92,5/15/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes,3
2657,Coop,Stancer,Male,20,12/16/1991,Recruiter,n/a,Mass Customer,N,No,5
729,Ammamaria,Standbridge,Female,30,10/23/1973,Analog Circuit Design manager,Health,Affluent Customer,N,No,11
2710,Flory,Standering,Male,77,1/30/1998,Unspecified,Retail,Mass Customer,N,No,2
2290,Myca,Standley,Male,18,3/10/1981,Account Executive,Manufacturing,Mass Customer,N,Yes,5
3710,Sallyann,Stangoe,Female,12,8/22/1974,Physical Therapy Assistant,n/a,Mass Customer,N,No,13
1481,Ellissa,Stanney,Female,93,6/26/1976,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14
1053,Davon,Stanyland,Male,98,5/20/1962,Unspecified,Manufacturing,Mass Customer,N,Yes,8
3218,Conny,Starbeck,Female,38,2/12/1976,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22
360,Atalanta,Starbucke,Female,64,4/2/1956,Staff Scientist,Property,Mass Customer,N,Yes,19
3629,Vale,Starcks,Female,17,10/29/1976,Editor,Health,High Net Worth,N,No,22
2819,Clyve,Starmont,Male,63,12/4/1977,Executive Secretary,Manufacturing,Affluent Customer,N,No,14
1600,Priscella,Stathers,Female,20,5/21/1985,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2
3833,Jamie,Staziker,Female,88,12/10/1985,Account Coordinator,Manufacturing,Mass Customer,N,No,16
485,Ulrika,Steagall,Female,23,11/8/1974,Statistician III,Manufacturing,High Net Worth,N,No,20
2289,Kissie,Steanson,Female,97,9/25/1980,Research Nurse,Health,Affluent Customer,N,Yes,13
3836,Jolee,Stearndale,Female,16,1/25/1995,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,7
3167,Vernor,Stedall,Male,36,1/20/1995,Web Designer IV,Property,Mass Customer,N,No,5
100,Tripp,Steed,Male,80,5/11/1968,General Manager,Financial Services,Mass Customer,N,Yes,4
2881,Ezra,Steffan,Male,71,9/27/1962,Associate Professor,Health,Affluent Customer,N,Yes,11
574,Gerard,Steketee,Male,95,4/9/1990,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20
2614,Anatollo,Stendell,Male,65,10/16/1957,Unspecified,Retail,High Net Worth,N,No,18
1762,Gaye,Steutly,Female,49,4/30/1978,Research Assistant II,Health,Mass Customer,N,Yes,18
764,Samuel,Stiff,Male,40,3/16/1977,Environmental Tech,Financial Services,Mass Customer,N,Yes,22
1739,Burnaby,Stiffkins,Male,20,10/6/1954,Software Consultant,Entertainment,Mass Customer,N,No,7
2329,Donny,Stiven,Female,7,12/19/1957,Computer Systems Analyst II,IT,Affluent Customer,N,No,20
2594,Sigismond,Stockow,Male,90,6/23/1997,Internal Auditor,Manufacturing,Mass Customer,N,No,2
1723,Atalanta,Stoeck,Female,90,10/24/1986,Geologist IV,n/a,Mass Customer,N,Yes,7
265,Pennie,Stoile,Male,74,10/5/1965,Sales Representative,Retail,High Net Worth,N,Yes,18
652,Edee,Stoker,Female,62,11/24/1996,Staff Scientist,Financial Services,High Net Worth,N,Yes,1
3824,Giffard,Stollman,Male,33,11/21/1994,Unspecified,Property,Mass Customer,N,No,3
2400,Lindsay,Stollsteiner,Male,73,2/28/1978,Office Assistant III,Property,Mass Customer,N,Yes,22
3025,Osgood,Stolting,Male,27,4/23/1977,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9
1684,Janie,Stonehewer,Female,96,7/10/1979,Environmental Tech,Manufacturing,Mass Customer,N,No,6
36,Lurette,Stonnell,Female,33,11/9/1977,VP Quality Control,n/a,Affluent Customer,N,No,22
3970,Modesty,Storks,Female,73,11/27/1969,Sales Representative,Retail,High Net Worth,N,Yes,12
3056,Catlin,Storm,Female,43,5/27/1968,Health Coach II,Entertainment,Mass Customer,N,No,18
2402,Merrielle,Strafen,Female,99,6/7/1957,Cost Accountant,Financial Services,Mass Customer,N,Yes,8
1085,Lucho,Strafen,Male,4,9/12/1975,Internal Auditor,Health,Mass Customer,N,No,8
783,Rudd,Strangeways,Male,6,7/25/1985,Information Systems Manager,Retail,Affluent Customer,N,No,14
986,Barnard,Stranks,Male,3,10/5/1994,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8
2818,Frazier,Streak,Male,82,3/8/1956,Software Test Engineer I,n/a,Affluent Customer,N,No,7
3143,Corabelle,Streatfeild,Female,0,10/24/1996,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5
2866,Ky,Stredder,Male,10,6/26/1995,Unspecified,Health,High Net Worth,N,No,7
1700,Rana,Streets,Female,28,9/18/1969,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,14
1300,Sisely,Strelitzer,Female,0,3/10/1991,Physical Therapy Assistant,Financial Services,Affluent Customer,N,Yes,9
35,Margaretha,Strettle,Female,40,9/28/1963,Information Systems Manager,Health,High Net Worth,N,Yes,16
659,Natalee,Stringman,Female,44,10/9/1979,Unspecified,Financial Services,Affluent Customer,N,Yes,15
2655,York,Strongman,Male,56,6/11/1966,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,15
1289,Shelley,Stroyan,Male,35,7/16/1973,Unspecified,n/a,Mass Customer,N,Yes,8
2433,Burty,Strutz,Male,38,7/19/1976,Nurse Practicioner,n/a,High Net Worth,N,Yes,8
1568,Bellanca,Strutz,Female,78,5/23/1980,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,9
2636,Carly,Struys,Female,35,1/5/1974,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,14
3895,Reginald,Struys,Male,18,9/6/1994,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,2
1147,Tate,Studholme,Male,71,7/9/1968,Health Coach II,Entertainment,High Net Worth,N,Yes,9
1641,Vasily,Sturgeon,Male,29,9/1/1972,Community Outreach Specialist,Financial Services,Mass Customer,N,No,14
367,Katrinka,Sturrock,Female,93,2/17/1985,Programmer II,Manufacturing,Mass Customer,N,Yes,12
1115,Merola,Stutard,Female,33,1/18/1970,Account Coordinator,n/a,High Net Worth,N,Yes,17
1943,Armstrong,Style,Male,35,10/3/1985,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13
3245,Wainwright,Succamore,Male,86,3/27/1959,Graphic Designer,IT,High Net Worth,N,No,7
3542,Perl,Suddaby,Female,23,3/11/1975,Financial Analyst,Financial Services,Mass Customer,N,No,10
2495,Gwenore,Suero,Female,89,11/12/1953,Assistant Professor,IT,Affluent Customer,N,No,17
1811,Sylvan,Sugge,Male,59,10/13/1999,Unspecified,Financial Services,Mass Customer,N,No,1
1688,Charmaine,Suller,Female,80,12/5/1978,Systems Administrator II,n/a,Mass Customer,N,No,15
3237,Astrid,Sumnall,Female,94,8/15/1964,Assistant Manager,Manufacturing,Mass Customer,N,No,13
3608,Conway,Surgen,Male,86,5/17/1973,Nurse Practicioner,Argiculture,High Net Worth,N,No,8
909,Suzette,Surgison,Female,77,1/4/1960,Operator,n/a,High Net Worth,N,Yes,8
404,Sinclair,Sustins,Male,92,12/17/1995,Geologist I,Financial Services,Affluent Customer,N,Yes,4
117,Nance,Suttling,Female,75,2/23/1982,Marketing Manager,Manufacturing,Mass Customer,N,No,15
598,Zebulen,Swadon,Male,25,6/27/1967,Financial Advisor,Financial Services,High Net Worth,N,No,12
3383,Dane,Swansbury,Male,47,4/5/1982,Financial Analyst,Financial Services,Affluent Customer,N,Yes,10
3991,Rolph,Sweetnam,Male,61,8/6/1985,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,13
2417,Cacilia,Swetland,Female,27,6/24/1974,Nurse,n/a,Affluent Customer,N,No,22
116,Scottie,Swiffen,Male,49,2/5/1999,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,2
1491,Agneta,Swiggs,Female,96,8/3/1997,Senior Sales Associate,Health,Mass Customer,N,Yes,4
114,Sunny,Swindells,Female,10,10/23/1985,Teacher,Entertainment,Affluent Customer,N,No,8
3322,Hew,Sworder,U,24,,Financial Analyst,Financial Services,Affluent Customer,N,Yes,
3749,Blondelle,Swynley,Female,3,4/21/2001,Unspecified,IT,Affluent Customer,N,No,1
2423,Lenci,Symcox,Male,49,2/20/1981,Professor,IT,Mass Customer,N,Yes,20
678,Ambur,Symcoxe,Female,57,8/31/1995,Accounting Assistant II,IT,High Net Worth,N,No,2
1931,Boris,Syres,Male,85,11/6/1973,Senior Developer,Health,Affluent Customer,N,No,6
2576,Lotty,Szubert,Female,15,5/30/1959,Associate Professor,Manufacturing,Mass Customer,N,No,13
1433,Marya,Szwandt,Female,15,9/25/1958,Account Coordinator,IT,Mass Customer,N,No,20
2279,Garrett,Szymon,Male,42,3/19/1979,Human Resources Assistant II,Health,Mass Customer,N,No,3
2641,Vina,Tackell,Female,71,3/22/1977,Software Test Engineer I,n/a,Mass Customer,N,Yes,12
2297,Pauletta,Taffee,Female,16,11/27/1971,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,19
1623,Katy,Taffee,Female,29,12/24/1997,Software Test Engineer III,Entertainment,High Net Worth,N,Yes,2
2787,Teressa,Tague,Female,92,9/26/1980,Marketing Assistant,n/a,Affluent Customer,N,Yes,6
2195,Nevsa,Taill,Female,94,5/2/1987,GIS Technical Architect,Financial Services,Affluent Customer,N,Yes,13
2686,Cully,Takos,Male,63,5/21/1996,Automation Specialist II,Financial Services,Affluent Customer,N,No,4
1080,Monah,Talbot,Female,70,12/26/1999,Speech Pathologist,Property,Mass Customer,N,Yes,2
3720,Adelice,Tams,Female,23,8/15/1972,Unspecified,n/a,Mass Customer,N,No,15
1564,Sascha,Tander,Female,42,2/27/1964,Geologist III,Retail,Mass Customer,N,No,16
2678,Amble,Tandy,Male,33,12/30/1976,Sales Associate,Health,Mass Customer,N,No,11
65,Yale,Tanser,Male,21,4/1/1976,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15
1047,Standford,Tanswill,Male,39,9/3/1978,VP Accounting,Financial Services,Affluent Customer,N,No,11
3005,Rafaellle,Tantrum,Male,36,1/5/1969,Human Resources Manager,Property,Affluent Customer,N,Yes,8
3858,Sabina,Tarbin,Female,57,8/31/1998,Librarian,Entertainment,Mass Customer,N,Yes,1
777,Wolfgang,Tarrier,Male,2,1/9/1993,Paralegal,Financial Services,High Net Worth,N,No,4
3523,Lin,Tarver,Male,33,6/14/1975,Unspecified,n/a,Affluent Customer,N,No,19
3314,Blakelee,Tassel,Female,50,10/31/1972,Unspecified,Financial Services,Mass Customer,N,Yes,12
2922,Wallache,Tatlow,Male,34,12/10/1981,Sales Associate,Manufacturing,Affluent Customer,N,Yes,10
1577,Diannne,Teager,Female,87,9/8/1976,Automation Specialist I,Manufacturing,High Net Worth,N,No,10
3584,Adler,Teale,Male,95,1/14/1962,Unspecified,Health,Mass Customer,N,No,10
1820,Yard,Teeney,Male,12,4/2/1996,Software Engineer II,IT,Affluent Customer,N,No,5
2165,Marlie,Teesdale,U,16,,Civil Engineer,Manufacturing,Affluent Customer,N,No,
2555,Brad,Tenman,Male,43,9/19/1976,Health Coach IV,Health,Affluent Customer,N,No,11
1184,Auberta,Teodori,Female,89,10/7/1968,Social Worker,Health,Mass Customer,N,No,13
2035,Kylie,Terese,Male,40,6/1/1979,Senior Developer,Health,Mass Customer,N,No,19
3285,Mendie,Teresi,Male,51,12/30/1986,Recruiter,Health,Affluent Customer,N,Yes,9
3336,Konstantine,Terne,Male,47,1/10/1979,Research Assistant IV,Manufacturing,Mass Customer,N,Yes,8
3517,Domeniga,Terney,Female,47,7/4/1957,Accounting Assistant IV,n/a,Mass Customer,N,Yes,6
1810,Royall,Terris,Male,98,5/6/1959,Geological Engineer,Manufacturing,High Net Worth,N,No,16
2143,Napoleon,Terron,Male,53,12/23/1963,Business Systems Development Analyst,n/a,High Net Worth,N,Yes,10
1915,Dusty,Tesimon,Female,40,10/12/1953,Social Worker,Health,Mass Customer,N,Yes,12
851,Cammi,Tesmond,Female,19,12/30/1987,Project Manager,n/a,Affluent Customer,N,Yes,2
1549,Vikki,Tett,Female,87,8/6/1997,Unspecified,Financial Services,Affluent Customer,N,Yes,4
3499,Shelton,Tewkesberrie,Male,29,6/17/1979,Unspecified,Manufacturing,Mass Customer,N,Yes,7
2590,Roslyn,Tewkesbury.,Female,48,9/22/1964,General Manager,Financial Services,Affluent Customer,N,Yes,11
1338,Giuseppe,Tezure,Male,53,11/24/1980,Product Engineer,n/a,High Net Worth,N,No,14
819,Temp,Thebeau,Male,7,7/17/1975,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5
939,Cristian,Theodoris,Male,53,1/10/1961,Product Engineer,Manufacturing,Mass Customer,N,No,6
387,Spike,Thieme,Male,34,2/19/1977,Administrative Officer,Financial Services,Mass Customer,N,No,22
3355,Cherin,Thireau,Female,50,2/19/1990,Staff Accountant I,Manufacturing,Mass Customer,N,No,3
3307,Portia,Thirlwall,Female,96,9/2/1978,Analyst Programmer,Health,High Net Worth,N,No,14
3884,Sibley,Thirlwall,Female,69,2/6/1986,Web Designer II,Manufacturing,High Net Worth,N,Yes,18
210,Albrecht,Thomasson,Male,50,11/18/1963,Assistant Manager,Property,Mass Customer,N,No,18
2025,Agosto,Thon,Male,59,4/15/1982,VP Quality Control,n/a,Mass Customer,N,Yes,3
854,Charisse,Thoresby,Female,35,10/24/2000,Marketing Manager,n/a,Affluent Customer,N,No,2
2734,Hetty,Thormann,Female,35,3/7/1957,Unspecified,Manufacturing,High Net Worth,N,No,10
920,Stefano,Thornborrow,Male,89,1/19/1976,Software Test Engineer IV,Health,Mass Customer,N,Yes,19
1020,Natala,Thorndale,Female,29,11/10/1975,Unspecified,IT,Affluent Customer,N,No,13
462,Melany,Thorrington,Female,32,1/1/1960,Unspecified,Manufacturing,Affluent Customer,N,Yes,5
1124,Eben,Threader,Male,36,2/3/1965,Health Coach III,Health,Affluent Customer,N,Yes,9
668,Ebony,Threadgall,Female,61,8/26/1966,Junior Executive,Health,Mass Customer,N,No,7
2320,Kaylyn,Throssell,Female,14,12/21/1965,Senior Developer,Manufacturing,Affluent Customer,N,No,16
372,Moina,Thumim,Female,19,8/13/1987,Graphic Designer,Property,Affluent Customer,N,Yes,4
1522,Hubie,Thunnerclef,Male,57,6/13/1994,Paralegal,Financial Services,Mass Customer,N,No,7
2868,Corina,Thurlbeck,Female,20,5/21/1972,Technical Writer,Retail,High Net Worth,N,No,10
3250,Hussein,Ticic,Male,27,4/16/1992,Unspecified,Argiculture,High Net Worth,N,Yes,4
167,Nathalie,Tideswell,Female,95,10/27/1969,Unspecified,Health,High Net Worth,N,Yes,17
3446,Gard,Tidy,Male,8,1/30/1967,Structural Engineer,Manufacturing,Mass Customer,N,No,14
2477,Barney,Tilling,Male,25,3/23/1977,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,10
2072,Margie,Tillyer,Female,30,4/20/1960,Environmental Specialist,Financial Services,Mass Customer,N,Yes,9
1406,Georges,Tilne,Male,3,5/5/1970,Cost Accountant,Financial Services,High Net Worth,N,Yes,17
3572,Willis,Tilston,Male,54,3/21/1986,Sales Representative,Retail,Affluent Customer,N,Yes,2
2701,Ileana,Timms,Female,13,7/28/1960,Dental Hygienist,Health,Affluent Customer,N,Yes,7
2855,Kim,Tineman,Female,81,9/13/1975,Nurse Practicioner,Manufacturing,Mass Customer,N,Yes,17
1244,Glenn,Tinham,U,80,,Financial Analyst,Financial Services,Mass Customer,N,Yes,
2808,Preston,Tinkham,Male,68,6/29/2001,Actuary,Financial Services,Mass Customer,N,Yes,1
1274,Emmerich,Tinkler,Male,12,11/16/1977,Mechanical Systems Engineer,Manufacturing,Mass Customer,N,No,20
1326,Goddard,Tinn,Male,15,2/23/1966,Biostatistician III,Health,Affluent Customer,N,Yes,5
3992,Germain,Tireman,Male,99,4/2/1980,Database Administrator IV,Manufacturing,Affluent Customer,N,Yes,18
1069,Reese,Titterington,Male,85,4/15/1976,Web Designer I,Telecommunications,Mass Customer,N,No,15
3217,Lorena,Titterrell,Female,95,3/12/1968,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8
85,Kane,Tixall,Male,1,5/21/1958,Analyst Programmer,n/a,Mass Customer,N,No,8
523,Elberta,Tixall,Female,44,11/24/1974,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,16
1780,Maude,Tixier,U,52,,Research Associate,IT,Mass Customer,N,No,
3823,Corabel,Todd,Female,5,12/2/1964,Budget/Accounting Analyst II,Retail,Affluent Customer,N,No,4
3034,Mara,Tofanini,Female,54,9/9/1956,Web Designer IV,Manufacturing,Mass Customer,N,Yes,18
2528,Cassie,Toffaloni,Male,81,9/23/1978,Senior Editor,Financial Services,Affluent Customer,N,No,15
2537,Peggi,Tolan,Female,8,9/6/1989,Senior Quality Engineer,n/a,Affluent Customer,N,Yes,12
1754,Zonnya,Tolland,Female,24,11/27/1965,Unspecified,Retail,Mass Customer,N,Yes,15
511,Theo,Tolmie,Female,92,12/2/1982,Dental Hygienist,Health,High Net Worth,N,No,10
2266,Jeth,Tomes,Male,74,10/11/1998,Unspecified,Retail,High Net Worth,N,No,1
1492,Cordey,Tomik,Female,51,1/11/1980,Media Manager I,n/a,Mass Customer,N,No,7
1922,Ailene,Tomkies,Female,7,11/11/1969,Speech Pathologist,n/a,High Net Worth,N,Yes,5
822,Ardis,Tomlett,Female,67,10/23/1974,Sales Associate,Health,High Net Worth,N,No,17
908,Carry,Tomlett,Female,86,8/28/1980,Unspecified,Financial Services,Affluent Customer,N,Yes,17
859,Devinne,Tommeo,Female,53,8/2/1978,Geologist I,Financial Services,Affluent Customer,N,Yes,7
1938,Austin,Toopin,U,47,,Automation Specialist IV,IT,Mass Customer,N,Yes,
527,Lorilyn,Topaz,Female,81,10/19/1990,VP Quality Control,Financial Services,Mass Customer,N,Yes,9
427,Giusto,Torbett,Male,77,12/19/1996,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2
1934,Bryant,Tordiffe,Male,70,1/17/1963,Budget/Accounting Analyst IV,n/a,Affluent Customer,N,Yes,14
508,Abagail,Tordiffe,Female,94,1/18/1971,Project Manager,Property,Mass Customer,N,Yes,11
1028,Thorn,Torfin,Male,10,8/11/1999,Project Manager,n/a,High Net Worth,N,No,1
3840,Marc,Torrans,Male,27,9/30/1962,Unspecified,n/a,High Net Worth,N,No,5
189,Umberto,Torricella,Male,73,7/19/1981,Safety Technician I,Financial Services,Affluent Customer,N,No,10
2098,Ame,Tossell,Female,82,12/13/1969,Dental Hygienist,Health,High Net Worth,N,No,16
174,Catie,Tosspell,Female,93,11/26/1989,Food Chemist,Health,Mass Customer,N,No,12
677,El,Toupe,Male,59,7/28/1997,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5
1942,Abe,Townby,Male,0,1/8/1987,Programmer Analyst II,Financial Services,High Net Worth,N,No,19
410,Alicia,Townend,Female,14,4/9/1990,Structural Engineer,n/a,Mass Customer,N,Yes,11
788,Gregg,Townsend,Male,62,7/1/1964,Social Worker,Health,Mass Customer,N,No,11
3331,Claire,Trahar,Female,18,9/20/1971,Technical Writer,Financial Services,Mass Customer,N,No,8
3544,Benoite,Trahmel,Female,25,8/13/1998,Help Desk Technician,n/a,Affluent Customer,N,No,1
102,Langsdon,Tranfield,Male,51,11/27/1956,Quality Control Specialist,Manufacturing,Affluent Customer,N,No,16
1229,Sebastian,Trass,Male,38,1/8/2000,GIS Technical Architect,Manufacturing,Affluent Customer,N,Yes,1
1076,Siegfried,Trattles,Male,33,6/6/2000,Pharmacist,Health,Affluent Customer,N,No,2
3069,Phylis,Traves,Female,59,8/12/1988,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12
1501,Shelby,Trayhorn,Female,74,7/31/1973,Account Executive,Property,Mass Customer,N,Yes,14
2842,Olimpia,Traynor,Female,80,8/12/1968,Unspecified,Health,Mass Customer,N,No,6
3042,Barris,Trayton,Male,76,3/17/1971,Engineer II,Property,High Net Worth,N,Yes,15
3091,Guenevere,Treffry,Female,88,8/13/1995,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3
2306,Hilary,Tregunna,Female,98,4/19/1960,Paralegal,Financial Services,High Net Worth,N,Yes,9
1511,Yves,Trehearne,Male,97,7/8/1990,Internal Auditor,Financial Services,Mass Customer,N,No,4
3107,Dell,Tremathick,Female,98,8/15/1960,Legal Assistant,n/a,High Net Worth,N,No,9
2403,Karalee,Tremlett,Female,41,10/25/1977,Technical Writer,Financial Services,Affluent Customer,N,No,12
3088,Hilarius,Trenbey,Male,92,5/9/1974,Unspecified,Retail,Affluent Customer,N,Yes,17
369,Alic,Trenear,Male,19,8/24/1991,Actuary,Financial Services,Mass Customer,N,Yes,9
2180,Urbanus,Trevaskus,Male,98,1/11/1960,Chief Design Engineer,n/a,High Net Worth,N,Yes,13
3206,Elbertine,Trewin,Female,32,3/23/1995,Financial Advisor,Financial Services,Mass Customer,N,No,1
1963,Syman,Trimnell,Male,81,3/18/1998,Biostatistician I,Argiculture,Mass Customer,N,Yes,4
141,Townsend,Trobe,Male,67,6/25/1954,Teacher,Financial Services,High Net Worth,N,Yes,10
1657,Stanwood,Troillet,Male,11,3/8/1977,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5
332,Liza,Trouel,Female,23,8/19/1978,Registered Nurse,Health,High Net Worth,N,No,14
1505,Cristian,Trounce,Male,90,10/21/1993,Recruiting Manager,Financial Services,Mass Customer,N,No,3
3255,Sutherlan,Truin,U,47,,Engineer IV,IT,High Net Worth,N,No,
1686,Fremont,Trundle,Male,95,7/6/1980,Account Representative IV,Argiculture,Mass Customer,N,Yes,16
2499,Doll,Tschirschky,Female,77,8/30/1973,Account Representative I,Retail,Mass Customer,N,No,14
3882,Nona,Tubb,Female,18,11/5/1976,Human Resources Assistant III,Health,Mass Customer,N,Yes,9
962,Granger,Tuftin,Male,49,9/7/1977,VP Product Management,n/a,High Net Worth,N,Yes,17
2006,Hyacinthia,Tuley,Female,33,10/4/1999,Senior Developer,Property,High Net Worth,N,Yes,2
88,Malynda,Tumber,Female,41,2/3/1966,Help Desk Operator,Property,High Net Worth,N,Yes,7
529,Sandor,Tumber,Male,18,7/21/1989,Operator,Retail,Affluent Customer,N,Yes,10
3003,Brita,Tupie,Female,72,5/2/1963,Web Developer I,Retail,Mass Customer,N,Yes,4
1215,Dyann,Turbard,Female,79,2/26/1967,VP Quality Control,Manufacturing,Mass Customer,N,No,11
2491,Tabbie,Turone,Male,74,5/8/1977,Clinical Specialist,Health,Mass Customer,N,No,14
1344,Renelle,Tutin,Female,20,11/2/1995,Tax Accountant,Manufacturing,Mass Customer,N,No,4
2076,Beatriz,Tweddle,Female,73,6/3/1969,Assistant Manager,Manufacturing,Mass Customer,N,Yes,5
2931,Efren,Twiddell,Male,61,1/27/1979,Executive Secretary,IT,Mass Customer,N,Yes,6
2825,Tammara,Twigley,Female,28,5/22/1971,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,N,Yes,19
1517,Murdoch,Twort,Male,90,9/15/1987,Operator,IT,Affluent Customer,N,No,12
2872,Tabbi,Tyght,Female,52,2/17/1974,Assistant Professor,Health,Affluent Customer,N,Yes,17
2431,Alvy,Tyndall,Male,15,12/24/1999,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,2
844,Tome,Tyt,Male,13,1/13/1978,Nurse Practicioner,Financial Services,High Net Worth,N,No,9
3363,Orson,Tythacott,Male,25,3/8/2000,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3
2560,Sherm,Tythe,Male,7,10/1/1980,Developer IV,n/a,Mass Customer,N,No,21
2834,Timmie,Ubanks,Male,33,5/4/1980,Unspecified,Retail,Affluent Customer,N,No,9
786,Francklin,Ubanks,Male,34,2/14/1985,Unspecified,Financial Services,Affluent Customer,N,No,16
366,Constance,Ucchino,Female,7,1/8/1954,Librarian,Entertainment,High Net Worth,N,No,19
2891,Renae,Ughetti,Female,5,2/22/1987,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,12
1781,Sammie,Uglow,Male,63,7/26/1965,Data Coordiator,n/a,Affluent Customer,N,No,17
1862,Daron,Umpleby,Female,24,6/29/1980,Unspecified,Health,High Net Worth,N,Yes,4
405,Vivien,Urion,Female,19,9/28/1971,Unspecified,Manufacturing,High Net Worth,N,Yes,14
337,Shaylah,Urquhart,Female,67,10/8/1979,Statistician IV,Argiculture,High Net Worth,N,Yes,12
349,Vinnie,Usherwood,Female,35,4/15/1981,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,No,4
1216,Frank,Vallerine,Female,15,6/25/1959,Software Test Engineer I,Telecommunications,Affluent Customer,N,Yes,10
1902,Camille,Vallintine,Female,48,12/1/1964,Environmental Tech,Financial Services,Mass Customer,N,Yes,4
509,Tobe,Vamplew,Male,64,8/6/1979,Developer II,Financial Services,Affluent Customer,N,Yes,21
1607,Tiffani,Van Castele,Female,39,1/22/1988,Marketing Assistant,Retail,Mass Customer,N,Yes,15
1375,Archie,Van den Hof,Male,36,12/7/1978,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,18
3248,Alastair,Van der Beken,Male,32,5/15/1957,Programmer Analyst II,n/a,Affluent Customer,N,No,5
3977,Katrinka,Van der Beken,Female,31,8/21/1965,Biostatistician II,Manufacturing,Mass Customer,N,Yes,16
1791,Ninon,Van Der Hoog,Female,20,12/25/1974,Data Coordiator,IT,Affluent Customer,N,Yes,19
1764,Zaria,Van der Krui,Female,36,6/21/1960,Desktop Support Technician,n/a,Mass Customer,N,Yes,10
78,Arch,Van der Kruis,Male,37,3/12/1985,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8
164,Aarika,Van Vuuren,Female,55,8/7/1999,Senior Editor,Retail,Affluent Customer,N,Yes,1
2573,Tera,Van Weedenburg,Female,72,9/23/1954,Software Engineer I,n/a,Mass Customer,N,No,10
32,Marion,Vanichkin,Female,17,4/20/1995,Legal Assistant,Manufacturing,Affluent Customer,N,No,4
671,Aristotle,Vanni,Male,49,7/25/1984,Unspecified,Argiculture,Mass Customer,N,No,5
70,Foster,Vannoort,Male,78,2/27/1993,Paralegal,Financial Services,Affluent Customer,N,No,8
1899,Lambert,Vardey,Male,29,9/2/1997,Unspecified,Retail,Affluent Customer,N,Yes,4
2301,Ken,Vashchenko,Male,66,10/30/1966,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,19
1770,Chrysler,Vasile,Female,63,4/10/1995,Junior Executive,n/a,Mass Customer,N,Yes,7
3213,Marcile,Vasiliev,Female,27,9/26/1971,Unspecified,Telecommunications,Affluent Customer,N,Yes,16
902,Selene,Vasiltsov,Female,37,7/26/1989,Staff Scientist,Retail,Mass Customer,N,No,18
836,Clemence,Vautre,Female,33,4/2/1990,Actuary,Financial Services,Mass Customer,N,Yes,9
3287,Marys,Vazquez,Female,30,1/6/1986,Account Executive,n/a,Affluent Customer,N,Yes,4
2457,Benito,Vearnals,Male,70,4/12/1975,Developer IV,IT,High Net Worth,N,Yes,15
3516,Diarmid,Vearnals,Male,93,4/30/1977,Unspecified,Property,Mass Customer,N,Yes,15
442,Linc,Vedyasov,Male,2,10/6/2001,Unspecified,Financial Services,Mass Customer,N,No,1
1191,Merrielle,Vegas,Female,20,5/22/1996,Director of Sales,n/a,Mass Customer,N,Yes,1
3590,Carolan,Velez,Female,32,4/16/1978,Unspecified,Manufacturing,Mass Customer,N,Yes,19
3658,Bo,Vell,Male,15,10/20/1962,Unspecified,Entertainment,Mass Customer,N,Yes,9
